,taxonomia,ordem,familia,subfamilia,genero,especie,nome_pt,nome_eng,url_wikiaves
1837,Dacnis albiventris,Passeriformes,Thraupidae,Dacninae,Dacnis,albiventris,saí-de-barriga-branca,White-bellied Dacnis,https://www.wikiaves.com.br/wiki/sai-de-barriga-branca
1838,Dacnis nigripes,Passeriformes,Thraupidae,Dacninae,Dacnis,nigripes,saí-de-pernas-pretas,Black-legged Dacnis,https://www.wikiaves.com.br/wiki/sai-de-pernas-pretas
1839,Dacnis flaviventer,Passeriformes,Thraupidae,Dacninae,Dacnis,flaviventer,saí-amarela,Yellow-bellied Dacnis,https://www.wikiaves.com.br/wiki/sai-amarela
1840,Dacnis cayana,Passeriformes,Thraupidae,Dacninae,Dacnis,cayana,saí-azul,Blue Dacnis,https://www.wikiaves.com.br/wiki/sai-azul
1841,Dacnis lineata,Passeriformes,Thraupidae,Dacninae,Dacnis,lineata,saí-de-máscara-preta,Black-faced Dacnis,https://www.wikiaves.com.br/wiki/sai-de-mascara-preta
1842,Saltatricula atricollis,Passeriformes,Thraupidae,Saltatorinae,Saltatricula,atricollis,batuqueiro,Black-throated Saltator,https://www.wikiaves.com.br/wiki/batuqueiro
1843,Saltatricula multicolor,Passeriformes,Thraupidae,Saltatorinae,Saltatricula,multicolor,batuqueiro-chaquenho,Many-colored Chaco Finch,https://www.wikiaves.com.br/wiki/batuqueiro-chaquenho
1844,Saltator maximus,Passeriformes,Thraupidae,Saltatorinae,Saltator,maximus,tempera-viola,Buff-throated Saltator,https://www.wikiaves.com.br/wiki/tempera-viola
1845,Saltator coerulescens,Passeriformes,Thraupidae,Saltatorinae,Saltator,coerulescens,trinca-ferro-gongá,Grayish Saltator,https://www.wikiaves.com.br/wiki/trinca-ferro-gonga
1846,Saltator similis,Passeriformes,Thraupidae,Saltatorinae,Saltator,similis,trinca-ferro,Green-winged Saltator,https://www.wikiaves.com.br/wiki/trinca-ferro
1847,Saltator maxillosus,Passeriformes,Thraupidae,Saltatorinae,Saltator,maxillosus,bico-grosso,Thick-billed Saltator,https://www.wikiaves.com.br/wiki/bico-grosso
1848,Saltator aurantiirostris,Passeriformes,Thraupidae,Saltatorinae,Saltator,aurantiirostris,bico-duro,Golden-billed Saltator,https://www.wikiaves.com.br/wiki/bico-duro
1849,Saltator grossus,Passeriformes,Thraupidae,Saltatorinae,Saltator,grossus,bico-encarnado,Slate-colored Grosbeak,https://www.wikiaves.com.br/wiki/bico-encarnado
1850,Saltator fuliginosus,Passeriformes,Thraupidae,Saltatorinae,Saltator,fuliginosus,bico-de-pimenta,Black-throated Grosbeak,https://www.wikiaves.com.br/wiki/bico-de-pimenta
1851,Coereba flaveola,Passeriformes,Thraupidae,Coerebinae,Coereba,flaveola,cambacica,Bananaquit,https://www.wikiaves.com.br/wiki/cambacica
1852,Asemospiza obscura,Passeriformes,Thraupidae,Coerebinae,Asemospiza,obscura,cigarra-parda,Dull-colored Grassquit,https://www.wikiaves.com.br/wiki/cigarra-parda
1853,Asemospiza fuliginosa,Passeriformes,Thraupidae,Coerebinae,Asemospiza,fuliginosa,cigarra-preta,Sooty Grassquit,https://www.wikiaves.com.br/wiki/cigarra-preta
1854,Volatinia jacarina,Passeriformes,Thraupidae,Tachyphoninae,Volatinia,jacarina,tiziu,Blue-black Grassquit,https://www.wikiaves.com.br/wiki/tiziu
1855,Conothraupis speculigera,Passeriformes,Thraupidae,Tachyphoninae,Conothraupis,speculigera,tiê-preto-e-branco,Black-and-white Tanager,https://www.wikiaves.com.br/wiki/tie-preto-e-branco
1856,Conothraupis mesoleuca,Passeriformes,Thraupidae,Tachyphoninae,Conothraupis,mesoleuca,tiê-bicudo,Cone-billed Tanager,https://www.wikiaves.com.br/wiki/tie-bicudo
1857,Eucometis penicillata,Passeriformes,Thraupidae,Tachyphoninae,Eucometis,penicillata,pipira-da-taoca,Gray-headed Tanager,https://www.wikiaves.com.br/wiki/pipira-da-taoca
1858,Trichothraupis melanops,Passeriformes,Thraupidae,Tachyphoninae,Trichothraupis,melanops,tiê-de-topete,Black-goggled Tanager,https://www.wikiaves.com.br/wiki/tie-de-topete
1859,Loriotus luctuosus,Passeriformes,Thraupidae,Tachyphoninae,Loriotus,luctuosus,tem-tem-de-dragona-branca,White-shouldered Tanager,https://www.wikiaves.com.br/wiki/tem-tem-de-dragona-branca
1860,Loriotus cristatus,Passeriformes,Thraupidae,Tachyphoninae,Loriotus,cristatus,tiê-galo,Flame-crested Tanager,https://www.wikiaves.com.br/wiki/tie-galo
1861,Loriotus rufiventer,Passeriformes,Thraupidae,Tachyphoninae,Loriotus,rufiventer,tem-tem-de-crista-amarela,Yellow-crested Tanager,https://www.wikiaves.com.br/wiki/tem-tem-de-crista-amarela
1862,Coryphospingus pileatus,Passeriformes,Thraupidae,Tachyphoninae,Coryphospingus,pileatus,tico-tico-rei-cinza,Pileated Finch,https://www.wikiaves.com.br/wiki/tico-tico-rei-cinza
1863,Coryphospingus cucullatus,Passeriformes,Thraupidae,Tachyphoninae,Coryphospingus,cucullatus,tico-tico-rei,Red-crested Finch,https://www.wikiaves.com.br/wiki/tico-tico-rei
1864,Maschalethraupis surinamus,Passeriformes,Thraupidae,Tachyphoninae,Maschalethraupis,surinamus,tem-tem-de-topete-ferrugíneo,Fulvous-crested Tanager,https://www.wikiaves.com.br/wiki/tem-tem-de-topete-ferrugineo
1865,Lanio versicolor,Passeriformes,Thraupidae,Tachyphoninae,Lanio,versicolor,pipira-de-asa-branca,White-winged Shrike-Tanager,https://www.wikiaves.com.br/wiki/pipira-de-asa-branca
1866,Lanio fulvus,Passeriformes,Thraupidae,Tachyphoninae,Lanio,fulvus,pipira-parda,Fulvous Shrike-Tanager,https://www.wikiaves.com.br/wiki/pipira-parda
1867,Tachyphonus phoenicius,Passeriformes,Thraupidae,Tachyphoninae,Tachyphonus,phoenicius,tem-tem-de-dragona-vermelha,Red-shouldered Tanager,https://www.wikiaves.com.br/wiki/tem-tem-de-dragona-vermelha
1868,Tachyphonus rufus,Passeriformes,Thraupidae,Tachyphoninae,Tachyphonus,rufus,pipira-preta,White-lined Tanager,https://www.wikiaves.com.br/wiki/pipira-preta
1869,Tachyphonus coronatus,Passeriformes,Thraupidae,Tachyphoninae,Tachyphonus,coronatus,tiê-preto,Ruby-crowned Tanager,https://www.wikiaves.com.br/wiki/tie-preto
1870,Ramphocelus bresilia,Passeriformes,Thraupidae,Tachyphoninae,Ramphocelus,bresilia,tiê-sangue,Brazilian Tanager,https://www.wikiaves.com.br/wiki/tie-sangue
1871,Ramphocelus nigrogularis,Passeriformes,Thraupidae,Tachyphoninae,Ramphocelus,nigrogularis,pipira-de-máscara,Masked Crimson Tanager,https://www.wikiaves.com.br/wiki/pipira-de-mascara
1872,Ramphocelus carbo,Passeriformes,Thraupidae,Tachyphoninae,Ramphocelus,carbo,pipira-vermelha,Silver-beaked Tanager,https://www.wikiaves.com.br/wiki/pipira-vermelha
1873,Sporophila lineola,Passeriformes,Thraupidae,Sporophilinae,Sporophila,lineola,bigodinho,Lined Seedeater,https://www.wikiaves.com.br/wiki/bigodinho
1874,Sporophila frontalis,Passeriformes,Thraupidae,Sporophilinae,Sporophila,frontalis,pixoxó,Buffy-fronted Seedeater,https://www.wikiaves.com.br/wiki/pixoxo
1875,Sporophila falcirostris,Passeriformes,Thraupidae,Sporophilinae,Sporophila,falcirostris,cigarrinha-do-sul,Temminck's Seedeater,https://www.wikiaves.com.br/wiki/cigarrinha-do-sul
1876,Sporophila schistacea,Passeriformes,Thraupidae,Sporophilinae,Sporophila,schistacea,cigarrinha-do-norte,Slate-colored Seedeater,https://www.wikiaves.com.br/wiki/cigarrinha-do-norte
1877,Sporophila intermedia,Passeriformes,Thraupidae,Sporophilinae,Sporophila,intermedia,papa-capim-cinza,Gray Seedeater,https://www.wikiaves.com.br/wiki/papa-capim-cinza
1878,Sporophila plumbea,Passeriformes,Thraupidae,Sporophilinae,Sporophila,plumbea,patativa,Plumbeous Seedeater,https://www.wikiaves.com.br/wiki/patativa
1879,Sporophila beltoni,Passeriformes,Thraupidae,Sporophilinae,Sporophila,beltoni,patativa-tropeira,Tropeiro Seedeater,https://www.wikiaves.com.br/wiki/patativa-tropeira
1880,Sporophila americana,Passeriformes,Thraupidae,Sporophilinae,Sporophila,americana,coleiro-do-norte,Wing-barred Seedeater,https://www.wikiaves.com.br/wiki/coleiro-do-norte
1881,Sporophila murallae,Passeriformes,Thraupidae,Sporophilinae,Sporophila,murallae,papa-capim-de-caquetá,Caqueta Seedeater,https://www.wikiaves.com.br/wiki/papa-capim-de-caqueta
1882,Sporophila collaris,Passeriformes,Thraupidae,Sporophilinae,Sporophila,collaris,coleiro-do-brejo,Rusty-collared Seedeater,https://www.wikiaves.com.br/wiki/coleiro-do-brejo
1883,Sporophila bouvronides,Passeriformes,Thraupidae,Sporophilinae,Sporophila,bouvronides,estrela-do-norte,Lesson's Seedeater,https://www.wikiaves.com.br/wiki/estrela-do-norte
1885,Sporophila nigricollis,Passeriformes,Thraupidae,Sporophilinae,Sporophila,nigricollis,baiano,Yellow-bellied Seedeater,https://www.wikiaves.com.br/wiki/baiano
1886,Sporophila ardesiaca,Passeriformes,Thraupidae,Sporophilinae,Sporophila,ardesiaca,papa-capim-de-costas-cinza,Dubois's Seedeater,https://www.wikiaves.com.br/wiki/papa-capim-de-costas-cinza
1887,Sporophila caerulescens,Passeriformes,Thraupidae,Sporophilinae,Sporophila,caerulescens,coleirinho,Double-collared Seedeater,https://www.wikiaves.com.br/wiki/coleirinho
1888,Sporophila albogularis,Passeriformes,Thraupidae,Sporophilinae,Sporophila,albogularis,golinho,White-throated Seedeater,https://www.wikiaves.com.br/wiki/golinho
1889,Sporophila leucoptera,Passeriformes,Thraupidae,Sporophilinae,Sporophila,leucoptera,chorão,White-bellied Seedeater,https://www.wikiaves.com.br/wiki/chorao
1890,Sporophila nigrorufa,Passeriformes,Thraupidae,Sporophilinae,Sporophila,nigrorufa,caboclinho-do-sertão,Black-and-tawny Seedeater,https://www.wikiaves.com.br/wiki/caboclinho-do-sertao
1891,Sporophila bouvreuil,Passeriformes,Thraupidae,Sporophilinae,Sporophila,bouvreuil,caboclinho,Copper Seedeater,https://www.wikiaves.com.br/wiki/caboclinho
1892,Sporophila pileata,Passeriformes,Thraupidae,Sporophilinae,Sporophila,pileata,caboclinho-coroado,Pearly-bellied Seedeater,https://www.wikiaves.com.br/wiki/caboclinho-coroado
1893,Sporophila minuta,Passeriformes,Thraupidae,Sporophilinae,Sporophila,minuta,caboclinho-lindo,Ruddy-breasted Seedeater,https://www.wikiaves.com.br/wiki/caboclinho-lindo
1894,Sporophila hypoxantha,Passeriformes,Thraupidae,Sporophilinae,Sporophila,hypoxantha,caboclinho-de-barriga-vermelha,Tawny-bellied Seedeater,https://www.wikiaves.com.br/wiki/caboclinho-de-barriga-vermelha
1895,Sporophila ruficollis,Passeriformes,Thraupidae,Sporophilinae,Sporophila,ruficollis,caboclinho-de-papo-escuro,Dark-throated Seedeater,https://www.wikiaves.com.br/wiki/caboclinho-de-papo-escuro
1896,Sporophila iberaensis,Passeriformes,Thraupidae,Sporophilinae,Sporophila,iberaensis,caboclinho-do-pantanal,Ibera Seedeater,https://www.wikiaves.com.br/wiki/caboclinho-do-pantanal
1897,Sporophila palustris,Passeriformes,Thraupidae,Sporophilinae,Sporophila,palustris,caboclinho-de-papo-branco,Marsh Seedeater,https://www.wikiaves.com.br/wiki/caboclinho-de-papo-branco
1898,Sporophila castaneiventris,Passeriformes,Thraupidae,Sporophilinae,Sporophila,castaneiventris,caboclinho-de-peito-castanho,Chestnut-bellied Seedeater,https://www.wikiaves.com.br/wiki/caboclinho-de-peito-castanho
1899,Sporophila hypochroma,Passeriformes,Thraupidae,Sporophilinae,Sporophila,hypochroma,caboclinho-de-sobre-ferrugem,Rufous-rumped Seedeater,https://www.wikiaves.com.br/wiki/caboclinho-de-sobre-ferrugem
1900,Sporophila cinnamomea,Passeriformes,Thraupidae,Sporophilinae,Sporophila,cinnamomea,caboclinho-de-chapéu-cinzento,Chestnut Seedeater,https://www.wikiaves.com.br/wiki/caboclinho-de-chapeu-cinzento
1901,Sporophila melanogaster,Passeriformes,Thraupidae,Sporophilinae,Sporophila,melanogaster,caboclinho-de-barriga-preta,Black-bellied Seedeater,https://www.wikiaves.com.br/wiki/caboclinho-de-barriga-preta
1902,Sporophila angolensis,Passeriformes,Thraupidae,Sporophilinae,Sporophila,angolensis,curió,Chestnut-bellied Seed-Finch,https://www.wikiaves.com.br/wiki/curio
1903,Sporophila crassirostris,Passeriformes,Thraupidae,Sporophilinae,Sporophila,crassirostris,bicudinho,Large-billed Seed-Finch,https://www.wikiaves.com.br/wiki/bicudinho
1904,Sporophila maximiliani,Passeriformes,Thraupidae,Sporophilinae,Sporophila,maximiliani,bicudo,Great-billed Seed-Finch,https://www.wikiaves.com.br/wiki/bicudo
1905,Dolospingus fringilloides,Passeriformes,Thraupidae,Sporophilinae,Dolospingus,fringilloides,papa-capim-de-coleira,White-naped Seedeater,https://www.wikiaves.com.br/wiki/papa-capim-de-coleira
1906,Poospiza nigrorufa,Passeriformes,Thraupidae,Poospizinae,Poospiza,nigrorufa,quem-te-vestiu,Black-and-rufous Warbling-Finch,https://www.wikiaves.com.br/wiki/quem-te-vestiu
1907,Thlypopsis sordida,Passeriformes,Thraupidae,Poospizinae,Thlypopsis,sordida,saí-canário,Orange-headed Tanager,https://www.wikiaves.com.br/wiki/sai-canario
1908,Thlypopsis pyrrhocoma,Passeriformes,Thraupidae,Poospizinae,Thlypopsis,pyrrhocoma,cabecinha-castanha,Chestnut-headed Tanager,https://www.wikiaves.com.br/wiki/cabecinha-castanha
1909,Castanozoster thoracicus,Passeriformes,Thraupidae,Poospizinae,Castanozoster,thoracicus,peito-pinhão,Bay-chested Warbling-Finch,https://www.wikiaves.com.br/wiki/peito-pinhao
1910,Cypsnagra hirundinacea,Passeriformes,Thraupidae,Poospizinae,Cypsnagra,hirundinacea,bandoleta,White-rumped Tanager,https://www.wikiaves.com.br/wiki/bandoleta
1911,Donacospiza albifrons,Passeriformes,Thraupidae,Poospizinae,Donacospiza,albifrons,tico-tico-do-banhado,Long-tailed Reed Finch,https://www.wikiaves.com.br/wiki/tico-tico-do-banhado
1912,Microspingus lateralis,Passeriformes,Thraupidae,Poospizinae,Microspingus,lateralis,quete-do-sudeste,Buff-throated Warbling-Finch,https://www.wikiaves.com.br/wiki/quete-do-sudeste
1913,Microspingus cabanisi,Passeriformes,Thraupidae,Poospizinae,Microspingus,cabanisi,quete-do-sul,Gray-throated Warbling-Finch,https://www.wikiaves.com.br/wiki/quete-do-sul
1914,Microspingus melanoleucus,Passeriformes,Thraupidae,Poospizinae,Microspingus,melanoleucus,capacetinho,Black-capped Warbling-Finch,https://www.wikiaves.com.br/wiki/capacetinho
1915,Microspingus cinereus,Passeriformes,Thraupidae,Poospizinae,Microspingus,cinereus,capacetinho-do-oco-do-pau,Cinereous Warbling-Finch,https://www.wikiaves.com.br/wiki/capacetinho-do-oco-do-pau
1916,Conirostrum speciosum,Passeriformes,Thraupidae,Diglossinae,Conirostrum,speciosum,figuinha-de-rabo-castanho,Chestnut-vented Conebill,https://www.wikiaves.com.br/wiki/figuinha-de-rabo-castanho
1917,Conirostrum bicolor,Passeriformes,Thraupidae,Diglossinae,Conirostrum,bicolor,figuinha-do-mangue,Bicolored Conebill,https://www.wikiaves.com.br/wiki/figuinha-do-mangue
1918,Conirostrum margaritae,Passeriformes,Thraupidae,Diglossinae,Conirostrum,margaritae,figuinha-amazônica,Pearly-breasted Conebill,https://www.wikiaves.com.br/wiki/figuinha-amazonica
1919,Sicalis citrina,Passeriformes,Thraupidae,Diglossinae,Sicalis,citrina,canário-rasteiro,Stripe-tailed Yellow-Finch,https://www.wikiaves.com.br/wiki/canario-rasteiro
1920,Sicalis flaveola,Passeriformes,Thraupidae,Diglossinae,Sicalis,flaveola,canário-da-terra,Saffron Finch,https://www.wikiaves.com.br/wiki/canario-da-terra
1921,Sicalis columbiana,Passeriformes,Thraupidae,Diglossinae,Sicalis,columbiana,canário-do-amazonas,Orange-fronted Yellow-Finch,https://www.wikiaves.com.br/wiki/canario-do-amazonas
1922,Sicalis luteola,Passeriformes,Thraupidae,Diglossinae,Sicalis,luteola,tipio,Grassland Yellow-Finch,https://www.wikiaves.com.br/wiki/tipio
1923,Haplospiza unicolor,Passeriformes,Thraupidae,Diglossinae,Haplospiza,unicolor,cigarra-bambu,Uniform Finch,https://www.wikiaves.com.br/wiki/cigarra-bambu
1924,Catamenia homochroa,Passeriformes,Thraupidae,Diglossinae,Catamenia,homochroa,patativa-da-amazônia,Paramo Seedeater,https://www.wikiaves.com.br/wiki/patativa-da-amazonia
1926,Diglossa major,Passeriformes,Thraupidae,Diglossinae,Diglossa,major,fura-flor-grande,Greater Flowerpiercer,https://www.wikiaves.com.br/wiki/fura-flor-grande
1927,Pipraeidea melanonota,Passeriformes,Thraupidae,Thraupinae,Pipraeidea,melanonota,saíra-viúva,Fawn-breasted Tanager,https://www.wikiaves.com.br/wiki/saira-viuva
1928,Rauenia bonariensis,Passeriformes,Thraupidae,Thraupinae,Rauenia,bonariensis,sanhaço-papa-laranja,Blue-and-yellow Tanager,https://www.wikiaves.com.br/wiki/sanhaco-papa-laranja
1929,Neothraupis fasciata,Passeriformes,Thraupidae,Thraupinae,Neothraupis,fasciata,cigarra-do-campo,White-banded Tanager,https://www.wikiaves.com.br/wiki/cigarra-do-campo
1930,Gubernatrix cristata,Passeriformes,Thraupidae,Thraupinae,Gubernatrix,cristata,cardeal-amarelo,Yellow Cardinal,https://www.wikiaves.com.br/wiki/cardeal-amarelo
1931,Diuca diuca,Passeriformes,Thraupidae,Thraupinae,Diuca,diuca,diuca,Common Diuca-Finch,https://www.wikiaves.com.br/wiki/diuca
1932,Stephanophorus diadematus,Passeriformes,Thraupidae,Thraupinae,Stephanophorus,diadematus,sanhaço-frade,Diademed Tanager,https://www.wikiaves.com.br/wiki/sanhaco-frade
1933,Cissopis leverianus,Passeriformes,Thraupidae,Thraupinae,Cissopis,leverianus,tietinga,Magpie Tanager,https://www.wikiaves.com.br/wiki/tietinga
1934,Schistochlamys melanopis,Passeriformes,Thraupidae,Thraupinae,Schistochlamys,melanopis,sanhaço-de-coleira,Black-faced Tanager,https://www.wikiaves.com.br/wiki/sanhaco-de-coleira
1935,Schistochlamys ruficapillus,Passeriformes,Thraupidae,Thraupinae,Schistochlamys,ruficapillus,bico-de-veludo,Cinnamon Tanager,https://www.wikiaves.com.br/wiki/bico-de-veludo
1936,Paroaria coronata,Passeriformes,Thraupidae,Thraupinae,Paroaria,coronata,cardeal,Red-crested Cardinal,https://www.wikiaves.com.br/wiki/cardeal
1937,Paroaria dominicana,Passeriformes,Thraupidae,Thraupinae,Paroaria,dominicana,cardeal-do-nordeste,Red-cowled Cardinal,https://www.wikiaves.com.br/wiki/cardeal-do-nordeste
1938,Paroaria baeri,Passeriformes,Thraupidae,Thraupinae,Paroaria,baeri,cardeal-do-araguaia,Araguaia Cardinal,https://www.wikiaves.com.br/wiki/cardeal-do-araguaia
1939,Paroaria xinguensis,Passeriformes,Thraupidae,Thraupinae,Paroaria,xinguensis,cardeal-do-xingu,Xingu Cardinal,https://www.wikiaves.com.br/wiki/cardeal-do-xingu
1940,Paroaria gularis,Passeriformes,Thraupidae,Thraupinae,Paroaria,gularis,cardeal-da-amazônia,Red-capped Cardinal,https://www.wikiaves.com.br/wiki/cardeal-da-amazonia
1941,Paroaria cervicalis,Passeriformes,Thraupidae,Thraupinae,Paroaria,cervicalis,cardeal-da-bolívia,Bolivian Cardinal,https://www.wikiaves.com.br/wiki/cardeal-da-bolivia
1942,Paroaria capitata,Passeriformes,Thraupidae,Thraupinae,Paroaria,capitata,cavalaria,Yellow-billed Cardinal,https://www.wikiaves.com.br/wiki/cavalaria
1943,Ixothraupis varia,Passeriformes,Thraupidae,Thraupinae,Ixothraupis,varia,saíra-carijó,Dotted Tanager,https://www.wikiaves.com.br/wiki/saira-carijo
1944,Ixothraupis punctata,Passeriformes,Thraupidae,Thraupinae,Ixothraupis,punctata,saíra-negaça,Spotted Tanager,https://www.wikiaves.com.br/wiki/saira-negaca
1945,Ixothraupis guttata,Passeriformes,Thraupidae,Thraupinae,Ixothraupis,guttata,saíra-pintada,Speckled Tanager,https://www.wikiaves.com.br/wiki/saira-pintada
1946,Ixothraupis xanthogastra,Passeriformes,Thraupidae,Thraupinae,Ixothraupis,xanthogastra,saíra-de-barriga-amarela,Yellow-bellied Tanager,https://www.wikiaves.com.br/wiki/saira-de-barriga-amarela
1947,Thraupis episcopus,Passeriformes,Thraupidae,Thraupinae,Thraupis,episcopus,sanhaço-da-amazônia,Blue-gray Tanager,https://www.wikiaves.com.br/wiki/sanhaco-da-amazonia
1948,Thraupis sayaca,Passeriformes,Thraupidae,Thraupinae,Thraupis,sayaca,sanhaço-cinzento,Sayaca Tanager,https://www.wikiaves.com.br/wiki/sanhaco-cinzento
1949,Thraupis cyanoptera,Passeriformes,Thraupidae,Thraupinae,Thraupis,cyanoptera,sanhaço-de-encontro-azul,Azure-shouldered Tanager,https://www.wikiaves.com.br/wiki/sanhaco-de-encontro-azul
1950,Thraupis palmarum,Passeriformes,Thraupidae,Thraupinae,Thraupis,palmarum,sanhaço-do-coqueiro,Palm Tanager,https://www.wikiaves.com.br/wiki/sanhaco-do-coqueiro
1951,Thraupis ornata,Passeriformes,Thraupidae,Thraupinae,Thraupis,ornata,sanhaço-de-encontro-amarelo,Golden-chevroned Tanager,https://www.wikiaves.com.br/wiki/sanhaco-de-encontro-amarelo
1952,Stilpnia cyanoptera,Passeriformes,Thraupidae,Thraupinae,Stilpnia,cyanoptera,saíra-de-cabeça-preta,Black-headed Tanager,https://www.wikiaves.com.br/wiki/saira-de-cabeca-preta
1953,Stilpnia nigrocincta,Passeriformes,Thraupidae,Thraupinae,Stilpnia,nigrocincta,saíra-mascarada,Masked Tanager,https://www.wikiaves.com.br/wiki/saira-mascarada
1954,Stilpnia cyanicollis,Passeriformes,Thraupidae,Thraupinae,Stilpnia,cyanicollis,saíra-de-cabeça-azul,Blue-necked Tanager,https://www.wikiaves.com.br/wiki/saira-de-cabeca-azul
1955,Stilpnia peruviana,Passeriformes,Thraupidae,Thraupinae,Stilpnia,peruviana,saíra-sapucaia,Black-backed Tanager,https://www.wikiaves.com.br/wiki/saira-sapucaia
1956,Stilpnia preciosa,Passeriformes,Thraupidae,Thraupinae,Stilpnia,preciosa,saíra-preciosa,Chestnut-backed Tanager,https://www.wikiaves.com.br/wiki/saira-preciosa
