,taxonomia,ordem,familia,subfamilia,genero,especie,nome_pt,nome_eng,url_wikiaves
1046514,Formicivora rufa,Passeriformes,Thamnophilidae,Thamnophilinae,Formicivora,rufa,papa-formiga-vermelho,Rusty-backed Antwren,https://www.wikiaves.com.br/wiki/papa-formiga-vermelho
1046515,Formicivora grantsaui,Passeriformes,Thamnophilidae,Thamnophilinae,Formicivora,grantsaui,papa-formiga-do-sincorá,Sincora Antwren,https://www.wikiaves.com.br/wiki/papa-formiga-do-sincora
1046516,Formicivora paludicola,Passeriformes,Thamnophilidae,Thamnophilinae,Formicivora,paludicola,bicudinho-do-brejo-paulista,São Paulo Antwren,https://www.wikiaves.com.br/wiki/bicudinho-do-brejo-paulista
1046517,Formicivora acutirostris,Passeriformes,Thamnophilidae,Thamnophilinae,Formicivora,acutirostris,bicudinho-do-brejo,Marsh Antwren,https://www.wikiaves.com.br/wiki/bicudinho-do-brejo
1046518,Isleria hauxwelli,Passeriformes,Thamnophilidae,Thamnophilinae,Isleria,hauxwelli,choquinha-de-garganta-clara,Plain-throated Antwren,https://www.wikiaves.com.br/wiki/choquinha-de-garganta-clara
1046519,Isleria guttata,Passeriformes,Thamnophilidae,Thamnophilinae,Isleria,guttata,choquinha-de-barriga-ruiva,Rufous-bellied Antwren,https://www.wikiaves.com.br/wiki/choquinha-de-barriga-ruiva
1046520,Thamnomanes ardesiacus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnomanes,ardesiacus,uirapuru-de-garganta-preta,Dusky-throated Antshrike,https://www.wikiaves.com.br/wiki/uirapuru-de-garganta-preta
1046521,Thamnomanes saturninus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnomanes,saturninus,uirapuru-selado,Saturnine Antshrike,https://www.wikiaves.com.br/wiki/uirapuru-selado
1046522,Thamnomanes caesius,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnomanes,caesius,ipecuá,Cinereous Antshrike,https://www.wikiaves.com.br/wiki/ipecua
1046523,Thamnomanes schistogynus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnomanes,schistogynus,uirapuru-azul,Bluish-slate Antshrike,https://www.wikiaves.com.br/wiki/uirapuru-azul
1046524,Dichrozona cincta,Passeriformes,Thamnophilidae,Thamnophilinae,Dichrozona,cincta,tovaquinha,Banded Antbird,https://www.wikiaves.com.br/wiki/tovaquinha
1046525,Rhopias gularis,Passeriformes,Thamnophilidae,Thamnophilinae,Rhopias,gularis,choquinha-de-garganta-pintada,Star-throated Antwren,https://www.wikiaves.com.br/wiki/choquinha-de-garganta-pintada
1046526,Megastictus margaritatus,Passeriformes,Thamnophilidae,Thamnophilinae,Megastictus,margaritatus,choca-pintada,Pearly Antshrike,https://www.wikiaves.com.br/wiki/choca-pintada
1046527,Sakesphoroides cristatus,Passeriformes,Thamnophilidae,Thamnophilinae,Sakesphoroides,cristatus,choca-do-nordeste,Silvery-cheeked Antshrike,https://www.wikiaves.com.br/wiki/choca-do-nordeste
1046528,Dysithamnus stictothorax,Passeriformes,Thamnophilidae,Thamnophilinae,Dysithamnus,stictothorax,choquinha-de-peito-pintado,Spot-breasted Antvireo,https://www.wikiaves.com.br/wiki/choquinha-de-peito-pintado
1046529,Dysithamnus mentalis,Passeriformes,Thamnophilidae,Thamnophilinae,Dysithamnus,mentalis,choquinha-lisa,Plain Antvireo,https://www.wikiaves.com.br/wiki/choquinha-lisa
1046530,Dysithamnus xanthopterus,Passeriformes,Thamnophilidae,Thamnophilinae,Dysithamnus,xanthopterus,choquinha-de-asa-ferrugem,Rufous-backed Antvireo,https://www.wikiaves.com.br/wiki/choquinha-de-asa-ferrugem
1046531,Dysithamnus plumbeus,Passeriformes,Thamnophilidae,Thamnophilinae,Dysithamnus,plumbeus,choquinha-chumbo,Plumbeous Antvireo,https://www.wikiaves.com.br/wiki/choquinha-chumbo
1046532,Herpsilochmus pectoralis,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,pectoralis,chorozinho-de-papo-preto,Pectoral Antwren,https://www.wikiaves.com.br/wiki/chorozinho-de-papo-preto
1046533,Herpsilochmus roraimae,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,roraimae,chorozinho-de-roraima,Roraiman Antwren,https://www.wikiaves.com.br/wiki/chorozinho-de-roraima
1046534,Herpsilochmus longirostris,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,longirostris,chorozinho-de-bico-comprido,Large-billed Antwren,https://www.wikiaves.com.br/wiki/chorozinho-de-bico-comprido
1046535,Herpsilochmus sticturus,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,sticturus,chorozinho-de-cauda-pintada,Spot-tailed Antwren,https://www.wikiaves.com.br/wiki/chorozinho-de-cauda-pintada
1046536,Herpsilochmus frater,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,frater,chorozinho-de-asa-vermelha-do-norte,Northern Rufous-winged Antwren,https://www.wikiaves.com.br/wiki/chorozinho-de-asa-vermelha-do-norte
1046537,Herpsilochmus rufimarginatus,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,rufimarginatus,chorozinho-de-asa-vermelha,Southern Rufous-winged Antwren,https://www.wikiaves.com.br/wiki/chorozinho-de-asa-vermelha
1046538,Herpsilochmus stictocephalus,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,stictocephalus,chorozinho-de-cabeça-pintada,Todd's Antwren,https://www.wikiaves.com.br/wiki/chorozinho-de-cabeca-pintada
1046539,Herpsilochmus dorsimaculatus,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,dorsimaculatus,chorozinho-de-costas-manchadas,Spot-backed Antwren,https://www.wikiaves.com.br/wiki/chorozinho-de-costas-manchadas
1046540,Herpsilochmus praedictus,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,praedictus,chorozinho-esperado,Predicted Antwren,https://www.wikiaves.com.br/wiki/chorozinho-esperado
1046541,Herpsilochmus stotzi,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,stotzi,chorozinho-do-aripuanã,Aripuana Antwren,https://www.wikiaves.com.br/wiki/chorozinho-do-aripuana
1046542,Herpsilochmus atricapillus,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,atricapillus,chorozinho-de-chapéu-preto,Black-capped Antwren,https://www.wikiaves.com.br/wiki/chorozinho-de-chapeu-preto
1046543,Herpsilochmus pileatus,Passeriformes,Thamnophilidae,Thamnophilinae,Herpsilochmus,pileatus,chorozinho-de-boné,Bahia Antwren,https://www.wikiaves.com.br/wiki/chorozinho-de-bone
1046544,Sakesphorus canadensis,Passeriformes,Thamnophilidae,Thamnophilinae,Sakesphorus,canadensis,choca-de-crista-preta,Black-crested Antshrike,https://www.wikiaves.com.br/wiki/choca-de-crista-preta
1046545,Sakesphorus luctuosus,Passeriformes,Thamnophilidae,Thamnophilinae,Sakesphorus,luctuosus,choca-d'água,Glossy Antshrike,https://www.wikiaves.com.br/wiki/choca-d_agua
1046546,Thamnophilus doliatus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,doliatus,choca-barrada,Barred Antshrike,https://www.wikiaves.com.br/wiki/choca-barrada
1046547,Thamnophilus capistratus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,capistratus,choca-barrada-do-nordeste,Caatinga Antshrike,https://www.wikiaves.com.br/wiki/choca-barrada-do-nordeste
1046548,Thamnophilus ruficapillus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,ruficapillus,choca-de-chapéu-vermelho,Rufous-capped Antshrike,https://www.wikiaves.com.br/wiki/choca-de-chapeu-vermelho
1046549,Thamnophilus torquatus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,torquatus,choca-de-asa-vermelha,Rufous-winged Antshrike,https://www.wikiaves.com.br/wiki/choca-de-asa-vermelha
1046550,Thamnophilus palliatus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,palliatus,choca-listrada,Chestnut-backed Antshrike,https://www.wikiaves.com.br/wiki/choca-listrada
1046551,Thamnophilus schistaceus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,schistaceus,choca-de-olho-vermelho,Plain-winged Antshrike,https://www.wikiaves.com.br/wiki/choca-de-olho-vermelho
1046552,Thamnophilus murinus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,murinus,choca-murina,Mouse-colored Antshrike,https://www.wikiaves.com.br/wiki/choca-murina
1046553,Thamnophilus cryptoleucus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,cryptoleucus,choca-selada,Castelnau's Antshrike,https://www.wikiaves.com.br/wiki/choca-selada
1046554,Thamnophilus nigrocinereus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,nigrocinereus,choca-preta-e-cinza,Blackish-gray Antshrike,https://www.wikiaves.com.br/wiki/choca-preta-e-cinza
1046555,Thamnophilus punctatus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,punctatus,choca-bate-cabo,Northern Slaty-Antshrike,https://www.wikiaves.com.br/wiki/choca-bate-cabo
1046556,Thamnophilus stictocephalus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,stictocephalus,choca-de-natterer,Natterer's Slaty-Antshrike,https://www.wikiaves.com.br/wiki/choca-de-natterer
1046557,Thamnophilus sticturus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,sticturus,choca-da-bolívia,Bolivian Slaty-Antshrike,https://www.wikiaves.com.br/wiki/choca-da-bolivia
1046558,Thamnophilus pelzelni,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,pelzelni,choca-do-planalto,Planalto Slaty-Antshrike,https://www.wikiaves.com.br/wiki/choca-do-planalto
1046559,Thamnophilus ambiguus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,ambiguus,choca-de-sooretama,Sooretama Slaty-Antshrike,https://www.wikiaves.com.br/wiki/choca-de-sooretama
1046560,Thamnophilus caerulescens,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,caerulescens,choca-da-mata,Variable Antshrike,https://www.wikiaves.com.br/wiki/choca-da-mata
1046561,Thamnophilus aethiops,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,aethiops,choca-lisa,White-shouldered Antshrike,https://www.wikiaves.com.br/wiki/choca-lisa
1046562,Thamnophilus melanothorax,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,melanothorax,choca-de-cauda-pintada,Band-tailed Antshrike,https://www.wikiaves.com.br/wiki/choca-de-cauda-pintada
1046563,Thamnophilus amazonicus,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,amazonicus,choca-canela,Amazonian Antshrike,https://www.wikiaves.com.br/wiki/choca-canela
1046564,Thamnophilus insignis,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,insignis,choca-de-roraima,Streak-backed Antshrike,https://www.wikiaves.com.br/wiki/choca-de-roraima
1046565,Thamnophilus divisorius,Passeriformes,Thamnophilidae,Thamnophilinae,Thamnophilus,divisorius,choca-do-acre,Acre Antshrike,https://www.wikiaves.com.br/wiki/choca-do-acre
1046566,Cymbilaimus lineatus,Passeriformes,Thamnophilidae,Thamnophilinae,Cymbilaimus,lineatus,papa-formiga-barrado,Fasciated Antshrike,https://www.wikiaves.com.br/wiki/papa-formiga-barrado
1046567,Cymbilaimus sanctaemariae,Passeriformes,Thamnophilidae,Thamnophilinae,Cymbilaimus,sanctaemariae,choca-do-bambu,Bamboo Antshrike,https://www.wikiaves.com.br/wiki/choca-do-bambu
1046568,Taraba major,Passeriformes,Thamnophilidae,Thamnophilinae,Taraba,major,choró-boi,Great Antshrike,https://www.wikiaves.com.br/wiki/choro-boi
1046569,Hypoedaleus guttatus,Passeriformes,Thamnophilidae,Thamnophilinae,Hypoedaleus,guttatus,chocão-carijó,Spot-backed Antshrike,https://www.wikiaves.com.br/wiki/chocao-carijo
1046570,Batara cinerea,Passeriformes,Thamnophilidae,Thamnophilinae,Batara,cinerea,matracão,Giant Antshrike,https://www.wikiaves.com.br/wiki/matracao
1046571,Mackenziaena leachii,Passeriformes,Thamnophilidae,Thamnophilinae,Mackenziaena,leachii,borralhara-assobiadora,Large-tailed Antshrike,https://www.wikiaves.com.br/wiki/borralhara-assobiadora
1046572,Mackenziaena severa,Passeriformes,Thamnophilidae,Thamnophilinae,Mackenziaena,severa,borralhara,Tufted Antshrike,https://www.wikiaves.com.br/wiki/borralhara
1046573,Frederickena viridis,Passeriformes,Thamnophilidae,Thamnophilinae,Frederickena,viridis,borralhara-do-norte,Black-throated Antshrike,https://www.wikiaves.com.br/wiki/borralhara-do-norte
1046574,Frederickena unduliger,Passeriformes,Thamnophilidae,Thamnophilinae,Frederickena,unduliger,borralhara-ondulada,Undulated Antshrike,https://www.wikiaves.com.br/wiki/borralhara-ondulada
1046575,Radinopsyche sellowi,Passeriformes,Thamnophilidae,Thamnophilinae,Radinopsyche,sellowi,chorozinho-da-caatinga,Caatinga Antwren,https://www.wikiaves.com.br/wiki/chorozinho-da-caatinga
1046576,Biatas nigropectus,Passeriformes,Thamnophilidae,Thamnophilinae,Biatas,nigropectus,papo-branco,White-bearded Antshrike,https://www.wikiaves.com.br/wiki/papo-branco
1046577,Myrmoderus ferrugineus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoderus,ferrugineus,formigueiro-ferrugem,Ferruginous-backed Antbird,https://www.wikiaves.com.br/wiki/formigueiro-ferrugem
1046578,Myrmoderus ruficauda,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoderus,ruficauda,formigueiro-de-cauda-ruiva,Scalloped Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cauda-ruiva
1046579,Myrmoderus loricatus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoderus,loricatus,formigueiro-assobiador,White-bibbed Antbird,https://www.wikiaves.com.br/wiki/formigueiro-assobiador
1046580,Myrmoderus squamosus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoderus,squamosus,papa-formiga-de-grota,Squamate Antbird,https://www.wikiaves.com.br/wiki/papa-formiga-de-grota
1046581,Hypocnemoides maculicauda,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemoides,maculicauda,solta-asa,Band-tailed Antbird,https://www.wikiaves.com.br/wiki/solta-asa
1046582,Hypocnemoides melanopogon,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemoides,melanopogon,solta-asa-do-norte,Black-chinned Antbird,https://www.wikiaves.com.br/wiki/solta-asa-do-norte
1046583,Hylophylax naevius,Passeriformes,Thamnophilidae,Thamnophilinae,Hylophylax,naevius,guarda-floresta,Spot-backed Antbird,https://www.wikiaves.com.br/wiki/guarda-floresta
1046584,Hylophylax punctulatus,Passeriformes,Thamnophilidae,Thamnophilinae,Hylophylax,punctulatus,guarda-várzea,Dot-backed Antbird,https://www.wikiaves.com.br/wiki/guarda-varzea
1046585,Sclateria naevia,Passeriformes,Thamnophilidae,Thamnophilinae,Sclateria,naevia,papa-formiga-do-igarapé,Silvered Antbird,https://www.wikiaves.com.br/wiki/papa-formiga-do-igarape
1046586,Myrmelastes saturatus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,saturatus,formigueiro-de-roraima,Roraiman Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-roraima
1046587,Myrmelastes schistaceus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,schistaceus,formigueiro-cinza,Slate-colored Antbird,https://www.wikiaves.com.br/wiki/formigueiro-cinza
1046588,Myrmelastes hyperythrus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,hyperythrus,formigueiro-chumbo,Plumbeous Antbird,https://www.wikiaves.com.br/wiki/formigueiro-chumbo
1046589,Myrmelastes rufifacies,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,rufifacies,formigueiro-de-cara-ruiva,Rufous-faced Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cara-ruiva
1046590,Myrmelastes leucostigma,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,leucostigma,formigueiro-de-asa-pintada,Spot-winged Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-asa-pintada
1046591,Myrmelastes humaythae,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,humaythae,formigueiro-de-cauda-curta,Humaita Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cauda-curta
1046592,Myrmelastes caurensis,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmelastes,caurensis,formigueiro-do-caura,Caura Antbird,https://www.wikiaves.com.br/wiki/formigueiro-do-caura
1046593,Myrmeciza longipes,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmeciza,longipes,formigueiro-de-barriga-branca,White-bellied Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-barriga-branca
1046594,Myrmoborus melanurus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,melanurus,formigueiro-de-cauda-preta,Black-tailed Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cauda-preta
1046595,Myrmoborus lophotes,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,lophotes,formigueiro-do-bambu,White-lined Antbird,https://www.wikiaves.com.br/wiki/formigueiro-do-bambu
1046596,Myrmoborus myotherinus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,myotherinus,formigueiro-de-cara-preta,Black-faced Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cara-preta
1046597,Myrmoborus leucophrys,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,leucophrys,papa-formiga-de-sobrancelha,White-browed Antbird,https://www.wikiaves.com.br/wiki/papa-formiga-de-sobrancelha
1046598,Myrmoborus berlepschi,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,berlepschi,formigueiro-liso-do-solimões,Berlepsch's Antbird,https://www.wikiaves.com.br/wiki/formigueiro-liso-do-solimoes
1046599,Myrmoborus stictopterus,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,stictopterus,formigueiro-liso-do-rio-negro,Rio Negro Ash-breasted Antbird,https://www.wikiaves.com.br/wiki/formigueiro-liso-do-rio-negro
1046600,Myrmoborus lugubris,Passeriformes,Thamnophilidae,Thamnophilinae,Myrmoborus,lugubris,formigueiro-liso-do-pará,Ash-breasted Antbird,https://www.wikiaves.com.br/wiki/formigueiro-liso-do-para
1046601,Pyriglena maura,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,maura,papa-taoca-do-pantanal,Western Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-do-pantanal
1046602,Pyriglena similis,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,similis,papa-taoca-do-tapajós,Tapajós Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-do-tapajos
1046603,Pyriglena leuconota,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,leuconota,papa-taoca-de-belém,East Amazonian Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-de-belem
1046604,Pyriglena pernambucensis,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,pernambucensis,papa-taoca-de-pernambuco,Pernambuco Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-de-pernambuco
1046605,Pyriglena atra,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,atra,papa-taoca-da-bahia,Fringe-backed Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-da-bahia
1046606,Pyriglena leucoptera,Passeriformes,Thamnophilidae,Thamnophilinae,Pyriglena,leucoptera,papa-taoca-do-sul,White-shouldered Fire-eye,https://www.wikiaves.com.br/wiki/papa-taoca-do-sul
1046607,Rhopornis ardesiacus,Passeriformes,Thamnophilidae,Thamnophilinae,Rhopornis,ardesiacus,gravatazeiro,Slender Antbird,https://www.wikiaves.com.br/wiki/gravatazeiro
1046608,Percnostola rufifrons,Passeriformes,Thamnophilidae,Thamnophilinae,Percnostola,rufifrons,formigueiro-de-cabeça-preta,Black-headed Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cabeca-preta
1046609,Percnostola subcristata,Passeriformes,Thamnophilidae,Thamnophilinae,Percnostola,subcristata,formigueiro-de-hellmayr,Hellmayr's Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-hellmayr
1046610,Percnostola minor,Passeriformes,Thamnophilidae,Thamnophilinae,Percnostola,minor,formigueiro-de-pelzeln,Amazonas Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-pelzeln
1046611,Akletos melanoceps,Passeriformes,Thamnophilidae,Thamnophilinae,Akletos,melanoceps,formigueiro-grande,White-shouldered Antbird,https://www.wikiaves.com.br/wiki/formigueiro-grande
1046612,Akletos goeldii,Passeriformes,Thamnophilidae,Thamnophilinae,Akletos,goeldii,formigueiro-de-goeldi,Goeldi's Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-goeldi
1046613,Hafferia fortis,Passeriformes,Thamnophilidae,Thamnophilinae,Hafferia,fortis,formigueiro-de-taoca,Sooty Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-taoca
1046614,Sciaphylax hemimelaena,Passeriformes,Thamnophilidae,Thamnophilinae,Sciaphylax,hemimelaena,formigueiro-de-cauda-castanha,Chestnut-tailed Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cauda-castanha
1046615,Sciaphylax pallens,Passeriformes,Thamnophilidae,Thamnophilinae,Sciaphylax,pallens,formigueiro-de-cauda-baia,Eastern White-bellied Antbird,https://www.wikiaves.com.br/wiki/formigueiro-de-cauda-baia
1046616,Cercomacra manu,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,manu,chororó-de-manu,Manu Antbird,https://www.wikiaves.com.br/wiki/chororo-de-manu
1046617,Cercomacra brasiliana,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,brasiliana,chororó-cinzento,Rio de Janeiro Antbird,https://www.wikiaves.com.br/wiki/chororo-cinzento
1046618,Cercomacra cinerascens,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,cinerascens,chororó-pocuá,Gray Antbird,https://www.wikiaves.com.br/wiki/chororo-pocua
1046619,Cercomacra melanaria,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,melanaria,chororó-do-pantanal,Mato Grosso Antbird,https://www.wikiaves.com.br/wiki/chororo-do-pantanal
1046620,Cercomacra ferdinandi,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,ferdinandi,chororó-de-goiás,Bananal Antbird,https://www.wikiaves.com.br/wiki/chororo-de-goias
1046621,Cercomacra carbonaria,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacra,carbonaria,chororó-do-rio-branco,Rio Branco Antbird,https://www.wikiaves.com.br/wiki/chororo-do-rio-branco
1046622,Cercomacroides nigrescens,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacroides,nigrescens,chororó-negro,Blackish Antbird,https://www.wikiaves.com.br/wiki/chororo-negro
1046623,Cercomacroides fuscicauda,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacroides,fuscicauda,chororó-negro-do-acre,Riparian Antbird,https://www.wikiaves.com.br/wiki/chororo-negro-do-acre
1046624,Cercomacroides laeta,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacroides,laeta,chororó-didi,Willis's Antbird,https://www.wikiaves.com.br/wiki/chororo-didi
1046625,Cercomacroides tyrannina,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacroides,tyrannina,chororó-escuro,Dusky Antbird,https://www.wikiaves.com.br/wiki/chororo-escuro
1046626,Cercomacroides serva,Passeriformes,Thamnophilidae,Thamnophilinae,Cercomacroides,serva,chororó-preto,Black Antbird,https://www.wikiaves.com.br/wiki/chororo-preto
1046627,Drymophila ferruginea,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,ferruginea,dituí,Ferruginous Antbird,https://www.wikiaves.com.br/wiki/ditui
1046628,Drymophila rubricollis,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,rubricollis,choquinha-dublê,Bertoni's Antbird,https://www.wikiaves.com.br/wiki/choquinha-duble
1046629,Drymophila genei,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,genei,choquinha-da-serra,Rufous-tailed Antbird,https://www.wikiaves.com.br/wiki/choquinha-da-serra
1046630,Drymophila ochropyga,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,ochropyga,choquinha-de-dorso-vermelho,Ochre-rumped Antbird,https://www.wikiaves.com.br/wiki/choquinha-de-dorso-vermelho
1046631,Drymophila malura,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,malura,choquinha-carijó,Dusky-tailed Antbird,https://www.wikiaves.com.br/wiki/choquinha-carijo
1046632,Drymophila squamata,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,squamata,pintadinho,Scaled Antbird,https://www.wikiaves.com.br/wiki/pintadinho
1046633,Drymophila devillei,Passeriformes,Thamnophilidae,Thamnophilinae,Drymophila,devillei,choquinha-listrada,Striated Antbird,https://www.wikiaves.com.br/wiki/choquinha-listrada
1046634,Hypocnemis hypoxantha,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,hypoxantha,cantador-amarelo,Yellow-browed Antbird,https://www.wikiaves.com.br/wiki/cantador-amarelo
1046635,Hypocnemis subflava,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,subflava,cantador-galego,Yellow-breasted Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-galego
1046636,Hypocnemis cantator,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,cantator,cantador-da-guiana,Guianan Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-da-guiana
1046637,Hypocnemis flavescens,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,flavescens,cantador-sulfúreo,Imeri Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-sulfureo
1046638,Hypocnemis peruviana,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,peruviana,cantador-sinaleiro,Peruvian Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-sinaleiro
1046639,Hypocnemis ochrogyna,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,ochrogyna,cantador-ocráceo,Rondonia Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-ocraceo
1046640,Hypocnemis rondoni,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,rondoni,cantador-de-rondon,Manicore Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-de-rondon
1046641,Hypocnemis striata,Passeriformes,Thamnophilidae,Thamnophilinae,Hypocnemis,striata,cantador-estriado,Spix's Warbling-Antbird,https://www.wikiaves.com.br/wiki/cantador-estriado
1046642,Pithys albifrons,Passeriformes,Thamnophilidae,Thamnophilinae,Pithys,albifrons,papa-formiga-de-topete,White-plumed Antbird,https://www.wikiaves.com.br/wiki/papa-formiga-de-topete
1046643,Willisornis poecilinotus,Passeriformes,Thamnophilidae,Thamnophilinae,Willisornis,poecilinotus,rendadinho,Common Scale-backed Antbird,https://www.wikiaves.com.br/wiki/rendadinho
1046644,Willisornis vidua,Passeriformes,Thamnophilidae,Thamnophilinae,Willisornis,vidua,rendadinho-do-xingu,Xingu Scale-backed Antbird,https://www.wikiaves.com.br/wiki/rendadinho-do-xingu
1046645,Phlegopsis nigromaculata,Passeriformes,Thamnophilidae,Thamnophilinae,Phlegopsis,nigromaculata,mãe-de-taoca,Black-spotted Bare-eye,https://www.wikiaves.com.br/wiki/mae-de-taoca
